Title,Overall_income,Budget,Rating,Genre,Languages,Countries,Countries_GDP
Avatar: The Way of Water,2319591720,460000000,PG-13,Action,['English'],['United States'],26949643000000.0
Top Gun: Maverick,1472587508,170000000,PG-13,Action,['English'],['United States'],26949643000000.0
Jurassic World: Dominion,1003700664,165000000,PG-13,Action,['English'],['United States'],26949643000000.0
Doctor Strange in the Multiverse of Madness,952224986,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Minions: The Rise of Gru,940079327,80000000,PG,Adventure,['English'],['United States'],26949643000000.0
Black Panther: Wakanda Forever,853985546,250000000,PG-13,Action,['English'],['United States'],26949643000000.0
The Batman,765950479,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Thor: Love and Thunder,760928081,250000000,PG-13,Action,['English'],['United States'],26949643000000.0
Chang Jin Hu Zhi Shui Men Qiao (长津湖之水门桥),602986104,0,G,Action,['Mandarin'],['China'],17700899000000.0
Puss in Boots: The Last Wish,484647518,90000000,PG,Adventure,['English'],['United States'],26949643000000.0
Du Xing Yue Qiu (独行月球),460303199,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Sonic the Hedgehog 2,405421518,90000000,PG,Adventure,['English'],"['Japan', 'United States']",31180505000000.0
Fantastic Beasts: The Secrets of Dumbledore,404560145,200000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Uncharted,400689914,120000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Ji Su Shi Ke (这个杀手不太冷静),393014816,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Black Adam,390323855,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Suzume no tojimari (すずめの戸締まり),323303367,0,PG,Adventure,['Japanese'],['Japan'],4230862000000.0
Elvis,279562529,85000000,PG-13,Drama,['English'],"['Australia', 'United States']",28637356000000.0
Eiga Slam Dunk,279410829,0,PG-13,Comedy,['Japanese'],['Japan'],4230862000000.0
Rénshēng dàshì (人生大事),253816909,0,G,,['Mandarin'],['China'],17700899000000.0
The Bad Guys,250667971,70000000,PG,Comedy,['English'],['United States'],26949643000000.0
Bullet Train,238534963,85900000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Wàn Lǐ Guī Tú (万里归途),236085820,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Lightyear,218768299,200000000,PG,Adventure,['English'],['United States'],26949643000000.0
Smile,217068735,17000000,R,Horror,['English'],['United States'],26949643000000.0
Qi Ji Nian Dai (奇迹),204449108,0,G,Drama,['Mandarin'],['China'],17700899000000.0
DC League of Super Pets,203891589,90000000,PG,Adventure,['English'],['United States'],26949643000000.0
The Lost City,192327444,74000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
M3GAN,181018761,0,PG-13,Horror,['English'],['United States'],26949643000000.0
Ticket to Paradise,172415667,60000000,PG-13,Romantic Comedy,['English'],"['United Kingdom', 'United States']",30281702000000.0
Nope,172039087,68000000,R,Horror,['English'],['United States'],26949643000000.0
Morbius,162759437,75000000,PG-13,Action,['English'],['United States'],26949643000000.0
One Piece Film: Red,162449451,0,PG-13,Action,['Japanese'],['Japan'],4230862000000.0
The Black Phone,161441914,0,R,Horror,['English'],['United States'],26949643000000.0
K.G.F: Chapter 2,159887058,0,,Action,['Hindi'],[],0
RRR,150548288,0,,Action,['Telugu'],['India'],3732224000000.0
Xiong chu mo Chong fan di qiu (熊出没·重返地球),146943587,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Scream,138874789,24000000,R,Horror,['English'],['United States'],26949643000000.0
Where the Crawdads Sing,136539552,24000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Death on the Nile,130298184,90000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Everything Everywhere All At Once,111419433,25000000,R,Action,['English'],['United States'],26949643000000.0
A Man Called Otto,108641148,50000000,PG-13,Comedy,['English'],"['Sweden', 'United States']",27546753000000.0
"Lyle, Lyle, Crocodile",107403444,50000000,PG,Musical,['English'],['United States'],26949643000000.0
Beomjoidosi 2 (범죄도시2),106047622,0,,Action,['Korean'],['South Korea'],1709232000000.0
Shen Tan Da Zhan (神探大战),105500000,0,,Action,['Cantonese'],['Hong Kong'],385546000000.0
Halloween Ends,105391767,20000000,R,Horror,['English'],['United States'],26949643000000.0
Ming ri zhan ji,100730000,0,G,Action,"['Cantonese', 'Mandarin']",['China'],17700899000000.0
The Woman King,94374749,50000000,PG-13,Action,['English'],"['Canada', 'United States']",29067448000000.0
Downton Abbey: A New Era,92701410,0,PG,Drama,['English'],['United Kingdom'],3332059000000.0
Zui Leng De Qiang (狙击手),90120000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
"Don’t Worry, Darling",86614204,0,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Nian Qing De Gu Shi (四海),85365990,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Dog,84677678,15000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Xin Shen Bang: Yang Jian (新神榜：杨戬),82453728,0,G,Action,['Mandarin'],['China'],17700899000000.0
"Ge, ni hao (哥，你好)",81322778,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Violent Night,76599977,20000000,R,Comedy,['English'],['United States'],26949643000000.0
jackass forever,74789292,10000000,R,Reality,['English'],[],0
The Menu,73040804,30000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Li Mao Huan Tai Zi (李茂换太子),72760000,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Strange World,69579689,135000000,PG,Adventure,['English'],['United States'],26949643000000.0
Doragon boru supa supa hiro (ラゴンボール超 スーパーヒーロー),69496796,0,PG-13,Action,"['English', 'Japanese']",['Japan'],4230862000000.0
The Northman,69464911,0,R,Action,['English'],[''],0
Babylon,63229538,110000000,R,Drama,['English'],['United States'],26949643000000.0
Xiang Jian Ni (想见你),62655572,0,,Romantic Comedy,['Mandarin'],['Taiwan'],751930000000.0
Whitney Houston: I Wanna Dance With Somebody,59385184,0,PG-13,Drama,['English'],"['New Zealand', 'United States']",27199058000000.0
Beast,59168339,36000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Moonfall,59053195,150000000,PG-13,Action,['English'],['United States'],26949643000000.0
Hansan Yongeui Chulhyeon (한산: 용의 출현),56525688,0,,Action,['Korean'],['South Korea'],1709232000000.0
gongjo 2 inteonaesyeonal (공조2:인터내셔날),52451460,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Ambulance,52178081,0,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Marry Me,48774993,23000000,PG-13,Romantic Comedy,['English'],['United States'],26949643000000.0
Brahmastra Part 1: Shiva,48698914,0,,Adventure,['Hindi'],['India'],3732224000000.0
The Banshees of Inisherin,47656747,0,R,Drama,['English'],"['Ireland', 'United Kingdom', 'United States']",30871271000000.0
Better Man,46470000,0,,,[],['Australia'],1687713000000.0
Barbarian,45352337,4500000,R,Horror,['English'],['United States'],26949643000000.0
Prey for the Devil,44013745,0,PG-13,Horror,['English'],['United States'],26949643000000.0
Orphan: First Kill,43806934,0,R,Horror,['English'],['United States'],26949643000000.0
The Fabelmans,43271449,0,PG-13,Drama,['English'],['United States'],26949643000000.0
The Whale,40878656,0,R,Drama,['English'],['United States'],26949643000000.0
Paws of Fury: The Legend of Hank,40166138,45000000,PG,Adventure,['English'],['United States'],26949643000000.0
Roald Dahl’s Matilda The Musical,34689792,0,PG,Musical,['English'],"['United Kingdom', 'United States']",30281702000000.0
Duan . Qiao (断·桥),34450000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
The Bob’s Burgers Movie,34074480,0,PG-13,Comedy,['English'],['United States'],26949643000000.0
Detective Conan: The Bride of Halloween,33852685,0,,Action,['Japanese'],['Japan'],4230862000000.0
The Invitation,33689288,0,PG-13,Horror,['English'],['United States'],26949643000000.0
Wai tai kong de mo zha te,33178476,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Píng Fán Yīng Xióng (平凡英雄),32850000,0,G,Educational,['Mandarin'],['China'],17700899000000.0
heonteu (헌트),32687164,0,,Action,['Korean'],['South Korea'],1709232000000.0
BTS Permission to Dance on Stage Seoul — Live Viewing,32600000,0,,Concert/Performance,['Korean'],['South Korea'],1709232000000.0
Mrs. Harris Goes to Paris,31083425,13000000,PG,Drama,['English'],"['Hungary', 'United Kingdom']",3535888000000.0
Tadeo Jones 3: la maldición de la momia,30008278,0,PG,Adventure,['Spanish'],['Spain'],1582054000000.0
Amsterdam,29400826,80000000,R,Comedy,['English'],"['Canada', 'United States']",29067448000000.0
TÁR,29129074,0,R,Drama,['English'],['United States'],26949643000000.0
The Unbearable Weight of Massive Talent,29116320,30000000,R,Action,['English'],['United States'],26949643000000.0
Dú Shé Dà Zhuàng (毒舌大状),27885796,0,,Drama,['Cantonese'],['Hong Kong'],385546000000.0
Olppaemi (올빼미),26668156,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
Shi Nian Yi Pin Wen Ru Yan (十年一品温如言),26420000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Sǎo Hēi Xíng Dòng (扫黑行动),25880000,0,G,Action,['Mandarin'],['China'],17700899000000.0
Youngwoong (영웅),25304092,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Xi yang yang yu hui tai lang zhi kuang chu wei lai (喜羊羊与灰太狼之筐出未来),25140000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Bian Yuan Xing Zhe (边缘行者),24860818,0,G,Action,['Mandarin'],['China'],17700899000000.0
Wo Shi Zhen De Tao Yan Yi Di Lian (我是真的讨厌异地恋),24620000,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Manyeo 2 (마녀 2),22305231,0,,Horror,['Korean'],['South Korea'],1709232000000.0
Fall,21818297,0,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Father Stu,21799053,4000000,R,Drama,['English'],['United States'],26949643000000.0
Devotion,21461880,0,PG-13,Action,['English'],['United States'],26949643000000.0
Three Thousand Years of Longing,21245954,60000000,R,Drama,['English'],"['Australia', 'United States']",28637356000000.0
Bergen,21168216,0,,Drama,['Turkish'],['Turkey'],1154600000000.0
See How They Run,20851675,0,PG-13,Comedy,['English'],['United States'],26949643000000.0
Heeojil kyeolsim (헤어질 결심),20672401,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Ju sheng huai nan (暗恋),20050000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
The 355,18902798,75000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Hotel Transylvania: Transformania,18480000,0,PG,Adventure,['English'],['United States'],26949643000000.0
One Week Friends (週的朋友),18014349,0,,,[],[],0
Yǐn rù chényān (隐入尘烟),17128863,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Triangle of Sadness,16731293,0,R,Black Comedy,['English'],"['France', 'Sweden', 'United Kingdom', 'United States']",33927828000000.0
bisangseongeon (비상선언),16411543,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
Padre no hay más que uno 3,16390464,0,,Comedy,['Spanish'],['Spain'],1582054000000.0
Hǎo Xiǎng Qù Nǐ De Shì Jiè Ài Nǐ (好想去你的世界爱你),16380000,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Fan Xi Gong Xin (还是觉得你最好),16195097,0,,Romantic Comedy,['Cantonese'],['Hong Kong'],385546000000.0
Blacklight,16017096,29000000,PG-13,Action,['English'],['United States'],26949643000000.0
Terrifier 2,15702292,250000,,Horror,['English'],['United States'],26949643000000.0
Operation Mincemeat,15607881,6300000,,Drama,['English'],['United States'],26949643000000.0
Gāng Tiě Yì Zhì (钢铁意志),15310000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
X,15113105,1000000,R,Horror,['English'],['United States'],26949643000000.0
Doraemon the Movie: Nobita's Little Star Wars 2021,15012353,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Glass Onion: A Knives Out Mystery,15000000,0,PG-13,Drama,['English'],['United States'],26949643000000.0
Serdtse parmy (Сердце пармы),14845677,0,,Action,[],['Russia'],1862470000000.0
Bros,14831797,0,R,Romantic Comedy,['English'],['United States'],26949643000000.0
The Chosen Season 3: Episodes 1 & 2,14679641,0,,Drama,['English'],['United States'],26949643000000.0
6/45,14453138,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Ladybug & Cat Noir: The Movie,14409247,0,PG,Action,"['Chinese', 'English', 'French']","['France', 'Japan', 'United States']",34229521000000.0
The Duke,14329323,0,R,Comedy,['English'],['United Kingdom'],3332059000000.0
Bones and All,14119276,0,R,Thriller/Suspense,['English'],"['Italy', 'United States']",29135725000000.0
Bodies Bodies Bodies,14029755,0,R,Horror,['English'],['United States'],26949643000000.0
She Said,13947574,0,R,Drama,['English'],['United States'],26949643000000.0
Moonage Daydream,13910491,0,PG-13,Documentary,['English'],"['Germany', 'United States']",31379481000000.0
Easter Sunday,13021859,0,PG-13,Comedy,['English'],['United States'],26949643000000.0
After Ever Happy,12463628,0,R,Drama,['English'],['United States'],26949643000000.0
Memory,12430986,0,R,Action,['English'],['United States'],26949643000000.0
The Amazing Maurice,12406800,0,PG,Adventure,['English'],"['Germany', 'United Kingdom']",7761897000000.0
beurokeo (브로커),12322764,0,R,Drama,['Korean'],['South Korea'],1709232000000.0
Xīn Dà Tóu Ér Zi Hé Xiǎo Tóu Bà Ba Wǒ De Wài Xīng Péng Yǒu (新大头儿子和小头爸爸5:我的外星朋友),12260000,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Living,12238914,0,PG-13,Drama,['English'],['United Kingdom'],3332059000000.0
Octonauts and the Caves of Sac Actun,11695093,0,,Adventure,[],['United Kingdom'],3332059000000.0
Wunderschön,11600000,0,,,['German'],['Germany'],4429838000000.0
Song of Spring (妈妈!),11510079,0,G,Drama,['Mandarin'],['China'],17700899000000.0
wigyein 1bu (외계+인 1부),11443544,0,,Action,['Korean'],['South Korea'],1709232000000.0
Empire of Light,11316917,0,R,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Till,11298700,0,PG-13,Drama,['English'],['United States'],26949643000000.0
Turning Red,10872141,175000000,PG,Adventure,['English'],"['Canada', 'United States']",29067448000000.0
Men,10287063,0,R,Horror,['English'],['United Kingdom'],3332059000000.0
Pearl,10140093,0,R,Horror,['English'],['United States'],26949643000000.0
Le otto montagne,10086187,0,,Drama,['Italian'],"['Belgium', 'Italy']",2813593000000.0
Spider-Man: No Way Home,1907836254,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Chang jin hu,909596236,0,G,Action,['Mandarin'],['China'],17700899000000.0
"Ni Hao, Li Huan Ying",841674419,0,G,Drama,['Mandarin'],['China'],17700899000000.0
No Time to Die,759959662,250000000,PG-13,Action,['English'],"['United Kingdom', 'United States']",30281702000000.0
F9: The Fast Saga,719360510,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Tang Ren Jie Tan An 3,699072066,117000000,R,Action,"['English', 'Japanese', 'Mandarin']","['China', 'United States']",44650542000000.0
Venom: Let There be Carnage,501546922,110000000,PG-13,Action,['English'],['United States'],26949643000000.0
Godzilla vs. Kong,468043852,155000000,PG-13,Action,['English'],['United States'],26949643000000.0
Shang-Chi and the Legend of the Ten Rings,432224634,150000000,PG-13,Action,['English'],['United States'],26949643000000.0
Sing 2,404534105,85000000,PG,Adventure,['English'],['United States'],26949643000000.0
Eternals,401731759,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Dune,391381375,165000000,PG-13,Action,['English'],['United States'],26949643000000.0
Black Widow,379751131,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Free Guy,323473792,0,PG-13,Action,['English'],['United States'],26949643000000.0
A Quiet Place: Part II,296650356,61000000,PG-13,Horror,"['English', 'Sign Language']",['United States'],26949643000000.0
Encanto,230962269,150000000,PG,Adventure,['English'],['United States'],26949643000000.0
Cruella,225810063,0,PG-13,Comedy,['English'],['United States'],26949643000000.0
Wo He Wo De Fu Be,218887824,0,G,Multiple Genres,['Mandarin'],['China'],17700899000000.0
Nou fo,211227284,0,G,Action,['Cantonese'],"['China', 'Hong Kong']",18086445000000.0
Jungle Cruise,210469803,200000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Ghostbusters: Afterlife,203614138,75000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
The Conjuring: The Devil Made Me Do It,200266441,40000000,R,Horror,"['English', 'Portuguese']",['United States'],26949643000000.0
Chinese Doctors,196863514,0,,Action,[],[],0
Gekijouban Jujutsu Kaisen 0,196308703,0,PG-13,Action,['Japanese'],['Japan'],4230862000000.0
Xuan Ya Zhi Shang (悬崖之上),177454106,0,G,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
Wusha 2 (误杀2),176420000,0,G,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
The Suicide Squad,167097737,185000000,R,Action,['English'],['United States'],26949643000000.0
Ci Sha Xiao Shuo Jia,159944397,0,G,Action,['Mandarin'],['China'],17700899000000.0
The Matrix Resurrections,159197755,190000000,R,Action,['English'],"['Australia', 'United States']",28637356000000.0
PAW Patrol: The Movie,151403419,26000000,G,Adventure,['English'],['Canada'],2117805000000.0
Peter Rabbit 2: The Runaway,150976764,45000000,PG,Adventure,['English'],"['Australia', 'India', 'United States']",32369580000000.0
House of Gucci,147474138,75000000,R,Drama,['English'],['United States'],26949643000000.0
Chuan Guo Han Dong Yong Bao Ni (穿过寒冬拥抱你),147337335,0,G,Drama,['Mandarin'],['China'],17700899000000.0
The Boss Baby: Family Business,146281732,82000000,PG,Adventure,['English'],['United States'],26949643000000.0
Yang Ming Li Wan (扬名立万),145775168,0,G,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
Space Jam: A New Legacy,143987946,150000000,PG,Comedy,['English'],['United States'],26949643000000.0
Wo de jie jie,133645504,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Tom and Jerry,132370100,50000000,PG,Adventure,['English'],"['France', 'Germany', 'United Kingdom', 'United States']",37760556000000.0
Halloween Kills,130851162,20000000,R,Horror,['English'],['United States'],26949643000000.0
The King’s Man,121125300,100000000,R,Action,['English'],"['United Kingdom', 'United States']",30281702000000.0
The Addams Family 2,119383236,0,PG,Adventure,['English'],"['Canada', 'United Kingdom', 'United States']",32399507000000.0
Ren Chao Xiong Yong,117734102,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Ni De Hun Li (你的婚礼),116358487,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Raya and the Last Dragon,116110408,0,PG,Adventure,['English'],['United States'],26949643000000.0
Wrath of Man,103913405,40000000,R,Action,['English'],['United States'],26949643000000.0
Meitantei Konan Hiiro no Dangan,102541050,0,,Action,['Japanese'],['Japan'],4230862000000.0
Fan Tan Feng Bao (G風暴),98941096,0,G,Action,['Cantonese'],['China'],17700899000000.0
Shin Evangelion Gekijôban,93370370,0,,Action,['Japanese'],['Japan'],4230862000000.0
Bai She 2: Qing She jie qi (白蛇2：青蛇劫起),89990000,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Old,89836797,18000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Mortal Kombat,83508259,55000000,R,Action,['English'],"['Canada', 'United States']",29067448000000.0
Clifford the Big Red Dog,78418101,64000000,PG,Adventure,['English'],['United States'],26949643000000.0
Candyman,77386663,0,R,Horror,['English'],['United States'],26949643000000.0
The Forever Purge,76950525,18000000,R,Horror,['English'],['United States'],26949643000000.0
1921,75017096,0,G,Drama,['Mandarin'],['China'],17700899000000.0
West Side Story,74826329,100000000,PG-13,Musical,"['English', 'Spanish']",['United States'],26949643000000.0
New Gods: Nezha Reborn,70070914,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Gu Dong Ju Zhong Ju (古董局中局),67597422,0,G,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
The Hitman’s Wife’s Bodyguard,67387455,70000000,R,Comedy,['English'],['United States'],26949643000000.0
Wu Xian Shen Du,64900464,0,G,Action,['Mandarin'],['China'],17700899000000.0
Ryu to sobakasu no hime (竜とそばかすの姫),63128200,0,PG,Adventure,['Japanese'],['Japan'],4230862000000.0
Sao Hei Jue Zhan,62810000,0,G,Action,['Mandarin'],['China'],17700899000000.0
Sheng xia wei lai,59730000,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Ron’s Gone Wrong,58234808,0,PG,Adventure,['English'],"['United Kingdom', 'United States']",30281702000000.0
Nobody,57512470,16000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Wo Yao Wo Men Zai Yi Qi,57215847,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Dang Nan Ren Lian Ai Shi,54253498,0,,Drama,['Mandarin'],['Taiwan'],751930000000.0
Escape Room: Tournament of Champions,53493064,15000000,PG-13,Horror,['English'],['United States'],26949643000000.0
Luca,49788012,0,PG,Adventure,"['English', 'Italian']",['United States'],26949643000000.0
Belfast,49506982,0,PG-13,Drama,['English'],['United Kingdom'],3332059000000.0
I Fell in Love Like a Flower Bouquet,49350036,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Don’t Breathe 2,47201347,15000000,R,Horror,['English'],['United States'],26949643000000.0
The French Dispatch,45137404,0,R,Comedy,"['English', 'French']",['United States'],26949643000000.0
In the Heights,43646976,55000000,PG-13,Musical,"['English', 'Spanish']",['United States'],26949643000000.0
Rurôni Kenshin: Sai shûshô - The Final,43384254,0,,Action,['Japanese'],['Japan'],4230862000000.0
Spirit Untamed,42235744,30000000,PG,Adventure,['English'],['United States'],26949643000000.0
Resident Evil: Welcome to Raccoon City,41909091,25000000,R,Horror,['English'],['United States'],26949643000000.0
Vivo,41039145,0,,,['Spanish'],['Spain'],1582054000000.0
Boku no Hero Academia: World Heroes’ Mission,40856547,0,PG-13,Adventure,['Japanese'],['Japan'],4230862000000.0
Spiral,39519588,20000000,R,Horror,['English'],['United States'],26949643000000.0
Xiong Shi Shao Nian (雄狮少年),39463557,0,G,,['Mandarin'],['China'],17700899000000.0
Tokyo Revengers (東京リベンジャーズ),39236514,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Nomadland,38728987,5000000,R,Drama,['English'],['United States'],26949643000000.0
Jin Qian Di Guo Zhui: Hu Qin Long,38611941,0,G,Action,['Mandarin'],['China'],17700899000000.0
Ai Qing Shen Hua (爱情神话),38580000,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Men Suo (门锁),38000000,0,G,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
King Richard,37994866,50000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Nightmare Alley,37537773,60000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Yi Nian Wei Dan Wei De Lian Ai (以年为单位的恋爱),36480000,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Da Hong Bao,36010000,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Posledniy bogatyr 3,35927669,0,,Adventure,['Russian'],['Russia'],1862470000000.0
Antlers,35680402,0,R,Horror,['English'],"['Canada', 'Mexico', 'United States']",30878916000000.0
Snake Eyes: G.I. Joe Origins,34677221,88000000,PG-13,Action,['English'],['United States'],26949643000000.0
Malignant,33974421,40000000,R,Horror,['English'],['United States'],26949643000000.0
Mi Mi Fang Ke,33881087,0,G,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
Posledniy bogatyr. Koren’ Zla,33396899,0,,Adventure,['Russian'],['Russia'],1862470000000.0
Licorice Pizza,32903549,40000000,R,Drama,['English'],['United States'],26949643000000.0
Respect,32878589,0,PG-13,Drama,['English'],['United States'],26949643000000.0
The Unholy,30792024,10000000,PG-13,Horror,['English'],['United States'],26949643000000.0
The Last Duel,30080003,100000000,R,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Mogadisyu,29848779,0,,Action,['Korean'],['South Korea'],1709232000000.0
The Little Things,29735222,30000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Chaos Walking,27072169,100000000,PG-13,Action,['English'],['United States'],26949643000000.0
American Underdog: The Kurt Warner Story,26514814,0,PG,Drama,['English'],['United States'],26949643000000.0
Wish Dragon,25860000,0,PG,Adventure,['English'],"['China', 'United States']",44650542000000.0
Ran Ye Shao Nian De Tian Kong (燃野少年的天空),24780000,0,G,Comedy,[],['China'],17700899000000.0
The Marksman,23855847,23000000,PG-13,Action,['English'],['United States'],26949643000000.0
Guan Yu Wo Ma De Yi Qie,23450000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Qi Pao,22930000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Last Night in Soho,22567607,43000000,R,Thriller/Suspense,['English'],"['United Kingdom', 'United States']",30281702000000.0
Tie Dao Ying Xiong (铁道英雄),22323657,0,G,Drama,[],['China'],17700899000000.0
Never Stop,22114909,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Island Keeper,21640000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Kaamelott Premier volet,21629120,0,,Adventure,['French'],"['Belgium', 'France']",3676527000000.0
Rurôni Kenshin: Sai shûshô — The Beginning,21318560,0,,Action,['Japanese'],['Japan'],4230862000000.0
Ge Ming Zhe,21150000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Eiga Kureyon Shin-chan: Nazo Meki! Hana no Tenkasu Gakuen (映画クレヨンしんちゃん 謎メキ！花の天カス学園),21065168,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Ironbark,20854726,0,PG-13,Thriller/Suspense,"['English', 'Russian']",['United Kingdom'],3332059000000.0
Le loup et le lion,20351378,0,PG,Adventure,['French'],"['Canada', 'France']",5166821000000.0
The Green Knight,20022491,15000000,R,Adventure,['English'],['United States'],26949643000000.0
After We Fell,19512726,0,R,Drama,['English'],['United States'],26949643000000.0
The Tomorrow War,19220000,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Konyek Gorbunok,18959116,0,PG,Adventure,['Russian'],['Russia'],1862470000000.0
Kidô senshi Gandamu: Senkô no Hasauei,18731308,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Singkeuhol (싱크홀),18729449,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Mei Yanfang (梅艷芳),18415299,0,,Drama,['Cantonese'],['Hong Kong'],385546000000.0
Monkey King Reborn,17697587,0,G,Action,['Mandarin'],['China'],17700899000000.0
Those Who Wish Me Dead,17601631,0,R,Thriller/Suspense,['English'],"['Canada', 'United States']",29067448000000.0
Dear Evan Hansen,17509859,0,PG-13,Musical,['English'],['United States'],26949643000000.0
The Dry,17488723,0,R,Thriller/Suspense,['English'],"['Australia', 'United States']",28637356000000.0
Stillwater,17243702,0,R,Drama,['English'],['United States'],26949643000000.0
Ji Hun,17100000,0,G,Thriller/Suspense,"['English', 'Mandarin', 'Southern Min']","['China', 'Taiwan']",18452829000000.0
Spencer,16546858,0,R,Drama,['English'],"['Chile', 'Germany', 'United Kingdom', 'United States']",35055940000000.0
Kua Guo Ya Lu Jiang (跨过鸭绿江),16310000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Gintama: The Final,15775367,0,,Action,['Japanese'],['Japan'],4230862000000.0
Reminiscence,15449322,67972729,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Cry Macho,14704912,0,PG-13,Drama,['English'],['United States'],26949643000000.0
Yang Guang Jie Mei Tao,14690000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
New Happy Dad and Son 4,14470000,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Pei Ni Hen Jiu Hen Jiu,14260000,0,,Romantic Comedy,['Mandarin'],['Taiwan'],751930000000.0
BAC Nord,13510027,0,,Thriller/Suspense,['French'],['France'],3049016000000.0
Christmas with the Chosen: The Messengers,13388000,0,,Concert/Performance,['English'],['United States'],26949643000000.0
